title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
Report by the Commissioner for Superannuation on the general administration and operation of the Papua New Guinea Superannuation Scheme and the Contract Officers Retirement Benefits Scheme for the year ended 30 June,Australian Government Retirement Benefits Office,1900-1983,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1791249461,https://trove.nla.gov.au/work/21301389,nla.obj-1791249461,digitised
Newsletter (Bundaberg Pottery Group),Bundaberg Pottery Group,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2357411460,https://trove.nla.gov.au/work/21310144,nla.obj-2357411460,edeposit
Newsletter of the Australian Association for Maritime History,Australian Association for Maritime History,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-653846714,https://trove.nla.gov.au/work/21315161,nla.obj-653846714,edeposit
Vertical life (Online),,2012-2021,"Archived website | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-324952790,https://trove.nla.gov.au/work/213227637,nla.obj-324952790,edeposit
"Arthritis matters (Weston Creek, A.C.T. :  Online)",Arthritis ACT,2016-2019,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-428070362,https://trove.nla.gov.au/work/213229974,nla.obj-428070362,edeposit
Key financial metrics on Australia's higher education sector (Online),Australia. Tertiary Education Quality and Standards Agency,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-384222275,https://trove.nla.gov.au/work/213269432,nla.obj-384222275,edeposit
"Supplementary estimates of expenditure for additions, new works and other services involving capital expenditure",Australia. Treasury,1950,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2354344581,https://trove.nla.gov.au/work/21329005,nla.obj-2354344581,digitised
The Illustrated temperance year book and societies' register and directory for ... ..,"McCutcheon, Robert George",1800,"Periodical | Periodical/Journal, magazine, other | Microform",http://nla.gov.au/nla.obj-409480316,https://trove.nla.gov.au/work/21334688,nla.obj-409480316,digitised
History of education review,Australian and New Zealand History of Education Society,1983-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2844728929,https://trove.nla.gov.au/work/21336084,nla.obj-2844728929,other
"Dante news (Gold Coast, Qld. : Online)",Dante Alighieri Society (Australia). Gold Coast Branch,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-379350533,https://trove.nla.gov.au/work/213446862,nla.obj-379350533,edeposit
"Dante news (Gold Coast, Qld. : Online)",Dante Alighieri Society (Australia). Gold Coast Branch,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-327195297,https://trove.nla.gov.au/work/213446862,nla.obj-327195297,edeposit
Canberra disability review (Online),People With Disabilities ACT,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-655935254,https://trove.nla.gov.au/work/213491141,nla.obj-655935254,edeposit
"Praxis (Brisband, Qld. : Online)",TAFE Queensland,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2739467044,https://trove.nla.gov.au/work/213497835,nla.obj-2739467044,edeposit
Recorder (Australian Society for the Study of Labour History. Melbourne Branch),Australian Society for the Study of Labour History. Melbourne Branch,1964-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-491453893,https://trove.nla.gov.au/work/21350132,nla.obj-491453893,edeposit
Science of man and journal of the Royal Anthropological Society of Australasia,Royal Anthropological Society of Australasia,1898-1913,"Periodical | Periodical/Journal, magazine, other | Microform | Periodical/Newspaper",http://nla.gov.au/nla.obj-510937014,https://trove.nla.gov.au/work/21373531,nla.obj-510937014,digitised
"Family Ties (Windsor, NSW. Online)",Colo Shire Family History Group,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-337282652,https://trove.nla.gov.au/work/213748370,nla.obj-337282652,edeposit
Esperanto sub la Suda Kruco (Online),Australian Esperanto Association,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-332236216,https://trove.nla.gov.au/work/213748375,nla.obj-332236216,edeposit
A handy guide for women in Brisbane : A publication that will help you identify the places to go and organisations that will help you find your feet and a roof over your head in Greater Brisbane / an initiative of the Lady Musgrave Trust,Lady Musgrave Trust,2011-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730145350,https://trove.nla.gov.au/work/213748770,nla.obj-2730145350,edeposit
National Symposium on Japanese Language Education Proceedings,National Symposium on Japanese Language Education proceedings (Online),2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-904033152,https://trove.nla.gov.au/work/213749410,nla.obj-904033152,edeposit
Year book / Bookkeepers' Institute of Australasia in affiliation with International Accountants' Corporation,International Accountants Corporation and Bookkeepers Institute of Australasia,1928-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2942267018,https://trove.nla.gov.au/work/21377676,nla.obj-2942267018,digitised
Law&history (Online),Australian and New Zealand Law and History Society,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-387314651,https://trove.nla.gov.au/work/213806566,nla.obj-387314651,edeposit
Romero Centre news (Online),Mercy Community Services. Romero Centre,2016,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-333194386,https://trove.nla.gov.au/work/213807886,nla.obj-333194386,edeposit
Postgraduate research experience (Online),Graduate Careers Australia,2010-2015,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-333627553,https://trove.nla.gov.au/work/213807887,nla.obj-333627553,edeposit
Perspectives (Australian Business Volunteers : Online),Australian Business Volunteers,2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-334710154,https://trove.nla.gov.au/work/213975247,nla.obj-334710154,edeposit
The Queensland Government's response to coronial recommendations ... / Department of Justice and Attorney-General,Queensland. Department of Justice and Attorney-General,2008-2012,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2731056253,https://trove.nla.gov.au/work/214061557,nla.obj-2731056253,edeposit
Barcoo Shire community newsletter / Barcoo Shire Council,Barcoo (Qld. : Shire). Council,2005-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730222986,https://trove.nla.gov.au/work/214061558,nla.obj-2730222986,edeposit
High notes / Australian Festival of Chamber Music,"Australian Festival of Chamber Music (Townsville, Qld.)",2010-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2731044466,https://trove.nla.gov.au/work/214061559,nla.obj-2731044466,edeposit
Newsletter / Mount Emerald Wind Farm Development,Ratch-Australia,2011-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2731044291,https://trove.nla.gov.au/work/214061560,nla.obj-2731044291,edeposit
Queensland Public Service Workforce Characteristics / Prepared by the Public Service Commission,Queensland. Public Service Commission,2013-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2735730913,https://trove.nla.gov.au/work/214061561,nla.obj-2735730913,edeposit
Six-Month Report / Domestic and Family Violence Implementation Council,Domestic and family Violence Implementation Council,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730527030,https://trove.nla.gov.au/work/214061564,nla.obj-2730527030,edeposit
Facing points / Brisbane Tramway Museum Society,Brisbane Tramway Museum Society,1991-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252272789,https://trove.nla.gov.au/work/21418289,nla.obj-1252272789,edeposit
South Australian orchid bulletin (Online),Orchid Club of South Australia,1964-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1744226208,https://trove.nla.gov.au/work/21421904,nla.obj-1744226208,edeposit
The fence post,Narembeen (W.A. : Shire). Council,1978-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1522926965,https://trove.nla.gov.au/work/21421959,nla.obj-1522926965,edeposit
"Hand-book for emigrants to Queensland, Australia",Queensland. Agent General,1800,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-471528938,https://trove.nla.gov.au/work/21426384,nla.obj-471528938,digitised
Nomanis,,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-357390842,https://trove.nla.gov.au/work/214295085,nla.obj-357390842,edeposit
City of Perth news (Online),City of Perth,2000-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-339433621,https://trove.nla.gov.au/work/214297217,nla.obj-339433621,edeposit
QCDFVRe@der,Queensland Centre for Domestic and Family Violence Research,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-340644823,https://trove.nla.gov.au/work/214376143,nla.obj-340644823,edeposit
Annual Civic awards (Online),Maribyrnong (Vic.). $b Council.,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-340519018,https://trove.nla.gov.au/work/214376144,nla.obj-340519018,edeposit
Farmwest news,,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-340787151,https://trove.nla.gov.au/work/214376145,nla.obj-340787151,edeposit
"Off the shelf (Adelaide, S.A. : Online)",Australian Church Library Association,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-341464057,https://trove.nla.gov.au/work/214422158,nla.obj-341464057,edeposit
Newsletter (Friends of the Darwin Botanic Gardens : Online),"Friends of the Royal Botanic Gardens (Darwin, N.T.)",1994-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-341219658,https://trove.nla.gov.au/work/214422207,nla.obj-341219658,edeposit
Jack hi (1999 : Online),Bowls Western Australia,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-342191407,https://trove.nla.gov.au/work/214461469,nla.obj-342191407,edeposit
Holden torque (Online),Holden Motor Sports Club of Victoria,1983-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2353090880,https://trove.nla.gov.au/work/21447596,nla.obj-2353090880,edeposit
Marine Sciences and Technologies (MST) Grants Scheme and Queen's Fellowships Scheme : report of grants approved and fellowships awarded for ... / Queen's Fellowships and Marine Research Allocations Advisory Committee,Australia. Queen's Fellowships and Marine Research Allocations Advisory Committee,1983-1984,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1430778960,https://trove.nla.gov.au/work/21452730,nla.obj-1430778960,digitised
"Health and wellbeing of Tasmania's children, young people, and their families report (Online)",Tasmania. Commissioner for Children and Young People,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1908676800,https://trove.nla.gov.au/work/214568282,nla.obj-1908676800,edeposit
Branch newsletter (Royal Over-seas League. South Australian Branch),Royal Over-seas League. South Australian Branch,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1756563510,https://trove.nla.gov.au/work/214570847,nla.obj-1756563510,edeposit
"The native gardener / Society for Growing Australian Plants, Townsville Branch",Society for Growing Australian Plants. Townsville Branch,1982-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252271355,https://trove.nla.gov.au/work/21466100,nla.obj-1252271355,edeposit
Melbourne now (Online),Destination Melbourne (Firm),2000-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-670052879,https://trove.nla.gov.au/work/214667231,nla.obj-670052879,edeposit
"Southern Cross (Sydney, N.S.W. : 1999 : Online)",Anglican Media Sydney,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-343892601,https://trove.nla.gov.au/work/214667419,nla.obj-343892601,edeposit
The Van Diemen's Land pocket almanack for the year of our Lord ..,,1824,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2879839204,https://trove.nla.gov.au/work/21481707,nla.obj-2879839204,digitised
The Tasmanian almanack for the year of our Lord ..,,1825,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2879850800,https://trove.nla.gov.au/work/21484810,nla.obj-2879850800,digitised
Australian Research Grants Scheme : report on grants approved for ... / Australian Research Grants Committee,Australian Research Grants Committee,1979-1982,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-751702295,https://trove.nla.gov.au/work/21494251,nla.obj-751702295,digitised
Newsletter / Volunteering Queensland,Volunteering Queensland Inc.,2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252236005,https://trove.nla.gov.au/work/214988807,nla.obj-1252236005,edeposit
Angair Inc. newsletter (Online),Angair,1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2815803047,https://trove.nla.gov.au/work/21501936,nla.obj-2815803047,edeposit
Physiotherapy fee schedule and policy / ReturntoWorkSA,ReturnToWorkSA,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1789903066,https://trove.nla.gov.au/work/215044213,nla.obj-1789903066,edeposit
Kerr's Melbourne almanac and Port Phillip directory for ... : a compendium of useful and accurate information connected with Port Phillip,,1800,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2868641758,https://trove.nla.gov.au/work/21505055,nla.obj-2868641758,digitised
Tegg's monthly magazine,,1836,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-598267619,https://trove.nla.gov.au/work/21508050,nla.obj-598267619,digitised
Report of the Western Australian Association,Western Australian Association,1836-1837,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-306670024,https://trove.nla.gov.au/work/21508825,nla.obj-306670024,digitised
Networker newsletter / Court Network,Victorian Court Information and Welfare Network,2015-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816160809,https://trove.nla.gov.au/work/215104379,nla.obj-2816160809,edeposit
Involved : the ACT Office for Disability update,ACT Inclusion Council,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2854319635,https://trove.nla.gov.au/work/215174546,nla.obj-2854319635,edeposit
Sustainability in Healthcare Update,Victoria. Department of Health and Human Services,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1307528715,https://trove.nla.gov.au/work/215175269,nla.obj-1307528715,edeposit
Rabbit droppings (Online),Canberra Rabbit Club Inc.,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-351987371,https://trove.nla.gov.au/work/215313766,nla.obj-351987371,edeposit
Livewire (Electrical Trades Union of Australia. N.S.W. Branch : Online),Electrical Trades Union of Australia. N.S.W. Branch,2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-351945552,https://trove.nla.gov.au/work/215313767,nla.obj-351945552,edeposit
Newsletter (Australian American Association in South Australia : Online),Australian American Association in South Australia,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1702618087,https://trove.nla.gov.au/work/215369354,nla.obj-1702618087,edeposit
The Wetsdale chronicles (Online),"Lyons, Ron",2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-542415437,https://trove.nla.gov.au/work/215553497,nla.obj-542415437,edeposit
"Goldsmith (Beaufort, Vic. : Online)",Lake Goldsmith Steam Preservation Association,2013-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816034707,https://trove.nla.gov.au/work/215602357,nla.obj-2816034707,edeposit
"Community matters (Mildura, Vic. Online)",Mildura (Vic. : Rural City). Council,1990-2004,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-354836043,https://trove.nla.gov.au/work/215602616,nla.obj-354836043,edeposit
Ignite,University of Western Australia. School of Law. Blackstone Society,2015-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1916432963,https://trove.nla.gov.au/work/215603787,nla.obj-1916432963,edeposit
Government securities on issue at 30 June ..,Australia,1900-1995,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-838128236,https://trove.nla.gov.au/work/21563136,nla.obj-838128236,digitised
"Payments to or for the states, the Northern Territory, and local government authorities / presented by ... Treasurer of the Commonwealth of Australia for the information of honourable members on the occasion of the budget",Australia,1970-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-837148732,https://trove.nla.gov.au/work/21564162,nla.obj-837148732,digitised
Australia's overseas development assistance program / circulated by The Honourable ... Minister for Foreign Affairs,Australia,1980-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1295797868,https://trove.nla.gov.au/work/21564285,nla.obj-1295797868,digitised
Estimates of receipts and summary of estimated expenditure / circulated by The Honourable ... Minister for Finance of the Commonwealth of Australia ... ..,Australia,1963-1985,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1296306862,https://trove.nla.gov.au/work/21564316,nla.obj-1296306862,digitised
"Crown lands guide, ..",Tasmania. Department of Lands and Works,1884-1900,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-74300826,https://trove.nla.gov.au/work/21566300,nla.obj-74300826,digitised
Course information handbook for years 11 and 12 (Tasmania. Department of Education (1998-) : Online),Tasmania. Department of Education (1998-),2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1908487459,https://trove.nla.gov.au/work/215743625,nla.obj-1908487459,edeposit
Investigation into the Motor Accidents Insurance Board's pricing policies : final report (Online),Office of the Tasmanian Economic Regulator,2013-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1864284972,https://trove.nla.gov.au/work/215743716,nla.obj-1864284972,edeposit
The Kookaburra e-bulletin / Department of Aboriginal and Torres Strait Islander Partnerships,Queensland. Department of Aboriginal and Torres Strait Islander Partnerships,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2731039343,https://trove.nla.gov.au/work/215745525,nla.obj-2731039343,edeposit
Loving Nundah,Mozmo Creative,2012-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252200511,https://trove.nla.gov.au/work/215745526,nla.obj-1252200511,edeposit
[News] / Australian Festival of Chamber Music,"Australian Festival of Chamber Music (Townsville, Qld.)",2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252277229,https://trove.nla.gov.au/work/215745556,nla.obj-1252277229,edeposit
Factsheet (Anti-Discrimination Board of NSW),New South Wales. Anti-Discrimination Board,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2567278479,https://trove.nla.gov.au/work/21586992,nla.obj-2567278479,edeposit
"Development co-operation. Australia's program of support for social and economic development in the Third World / Australian Development Assistance Bureau, Department of Foreign Affairs",Australian Development Assistance Bureau,1979-1982,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1277106440,https://trove.nla.gov.au/work/21589263,nla.obj-1277106440,digitised
"Record (Bathurst, N.S.W. : Online)",,1877-1931,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-353793576,https://trove.nla.gov.au/work/216020420,nla.obj-353793576,other
"History matters (Torquay, Vic. : Online)",,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-394035962,https://trove.nla.gov.au/work/216020424,nla.obj-394035962,edeposit
ARIES case studies (Online),TAFE Queensland,2016-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-2731189141,https://trove.nla.gov.au/work/216020428,nla.obj-2731189141,edeposit
"Poverty lines, Australia",University of Melbourne. Institute of Applied Economic and Social Research,1983-2021,"Periodical | Periodical/Journal, magazine, other | Archived website | Microform",https://nla.gov.au/nla.obj-411925151,https://trove.nla.gov.au/work/21609481,nla.obj-411925151,edeposit
Bulletin (Council for Scientific and Industrial Research (Australia)),Council for Scientific and Industrial Research (Australia),1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",http://nla.gov.au/nla.obj-648199067,https://trove.nla.gov.au/work/21610391,nla.obj-648199067,digitised
Annual national report / Australian National Training Authority,Australian National Training Authority,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-743640557,https://trove.nla.gov.au/work/21615471,nla.obj-743640557,digitised
Newsletter (Kerang and District Vintage Motor Club : Online),Kerang and District Vintage Motor Club,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2823115641,https://trove.nla.gov.au/work/21625245,nla.obj-2823115641,edeposit
Newsletter (Kerang and District Vintage Motor Club : Online),Kerang and District Vintage Motor Club,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816184627,https://trove.nla.gov.au/work/21625245,nla.obj-2816184627,edeposit
Service and business outlook for ... / Australian Postal Commission,Australia Post,1976-1981,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-742194246,https://trove.nla.gov.au/work/21625311,nla.obj-742194246,digitised
Report of the ... session / National Health and Medical Research Council,National Health and Medical Research Council (Australia),1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Conference Proceedings",https://nla.gov.au/nla.obj-1962750287,https://trove.nla.gov.au/work/21628872,nla.obj-1962750287,digitised
"Marunari (Bendigo, Vic. Online)",Bendigo Historical Society Inc.,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-359369684,https://trove.nla.gov.au/work/216396592,nla.obj-359369684,edeposit
Caravan & Camping with Kids (Online),,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-446930130,https://trove.nla.gov.au/work/216398193,nla.obj-446930130,edeposit
Residential aged care communiqué,Victorian Institute of Forensic Medicine,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-359547692,https://trove.nla.gov.au/work/216398195,nla.obj-359547692,edeposit
"Report on financial assistance for local government / Local Government Grants Commission, Queensland",Queensland. Local Government Grants Commission,1977-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-2363081984,https://trove.nla.gov.au/work/21640485,nla.obj-2363081984,digitised
"Chain-reaction (Carlton, Vic.)",Friends of the Earth (Australia),1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-525030321,https://trove.nla.gov.au/work/21652897,nla.obj-525030321,edeposit
Southern NSW research results (Online),New South Wales. Department of Primary Industries,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2124858322,https://trove.nla.gov.au/work/216534712,nla.obj-2124858322,edeposit
Whitby gazette,,1853,Periodical/Newspaper | Periodical,http://nla.gov.au/nla.obj-99055882,https://trove.nla.gov.au/work/21659276,nla.obj-99055882,digitised
Australian Water Markets Report,Australia. Bureau of Meteorology,2008-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2982323337,https://trove.nla.gov.au/work/216631206,nla.obj-2982323337,edeposit
"Guild (Canberra, A.C.T.)",Canberra Craft Bookbinders' Guild Inc.,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-360331321,https://trove.nla.gov.au/work/216694615,nla.obj-360331321,edeposit
"Bookfellow (Sydney, N.S.W. : 1899)",,1899,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-636005630,https://trove.nla.gov.au/work/21701137,nla.obj-636005630,digitised
Report of Council / Canberra College of Advanced Education,Canberra College of Advanced Education. Council,1968-1989,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-837314291,https://trove.nla.gov.au/work/21703954,nla.obj-837314291,digitised
Perinatal deaths in Australia (Online),Australian Institute of Health and Welfare,2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-859593672,https://trove.nla.gov.au/work/217119253,nla.obj-859593672,edeposit
The Cacolet : journal of the Australian Camel Field Ambulance,Australia. Army. Australian Camel Field Ambulance,1917-1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-12753855,https://trove.nla.gov.au/work/21720274,nla.obj-12753855,digitised
Inside Indonesia : bulletin of the Indonesia Resources and Information Programme,Indonesia Resources and Information Programme (Australia),1983-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-88227234,https://trove.nla.gov.au/work/21723103,nla.obj-88227234,digitised
Australian humanist,Council of Australian Humanist Societies,1966-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2896668960,https://trove.nla.gov.au/work/21723218,nla.obj-2896668960,edeposit
Gold-fields of Victoria : reports of the mining registrars for the quarter ended ... ..,Victoria. Mines Department,1884-1889,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-732252617,https://trove.nla.gov.au/work/21727492,nla.obj-732252617,digitised
Slow Food Canberra newsletter (Online),Slow Food. Canberra Capital and Country Convivium,2011-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-433434145,https://trove.nla.gov.au/work/217278449,nla.obj-433434145,edeposit
Affairs (Afghan Hound Club of Victoria : Online),Afghan Hound Club of Victoria,2010-2017,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2815802878,https://trove.nla.gov.au/work/217279114,nla.obj-2815802878,edeposit
Peace 2000 (Online),Campaign for International Cooperation and Disarmament,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816302521,https://trove.nla.gov.au/work/217279115,nla.obj-2816302521,edeposit
Community Safety Statement (Online),Victoria. Department of Justice and Regulation.,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-725279330,https://trove.nla.gov.au/work/217279222,nla.obj-725279330,edeposit
Gemform (Online),Nunawading & District Lapidary Club,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-362696976,https://trove.nla.gov.au/work/217281693,nla.obj-362696976,edeposit
Victoria's critical infrastructure all sectors resilience report (Online),Emergency Management Victoria,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-379418886,https://trove.nla.gov.au/work/217379691,nla.obj-379418886,edeposit
Southern trails (Online),Southern Tablelands Four Wheel Drive Club,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-584988301,https://trove.nla.gov.au/work/217493590,nla.obj-584988301,edeposit
"Andromeda Spaceways magazine : science fiction, fantasy and horror",,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-364536336,https://trove.nla.gov.au/work/217493591,nla.obj-364536336,edeposit
"Free wheeling (Dandenong, Vic. : Online)",Victorian Four Wheel Drive Club,1900-2021,"Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-410020402,https://trove.nla.gov.au/work/21749483,nla.obj-410020402,edeposit
Records of the Australian Museum,Australian Museum,1890-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-749968082,https://trove.nla.gov.au/work/21749721,nla.obj-749968082,edeposit
